#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_016845.1",3180798,3183473,"+",11848216,,"KPHS_31950","YP_005227495.1",891,"bifunctional acetaldehyde-CoA/alcohol dehydrogenase"
"chromosome","NC_016845.1",3183621,3184148,"-",11848217,,"KPHS_31960","YP_005227496.1",175,"thymidine kinase"
"chromosome","NC_016845.1",3184246,3184377,"+",11848218,,"KPHS_31970","YP_005227497.1",43,"hypothetical protein KPHS_31970"
"chromosome","NC_016845.1",3184800,3185207,"+",11848219,,"KPHS_31980","YP_005227498.1",135,"global DNA-binding transcriptional dual regulator H-NS"
"chromosome","NC_016845.1",3185329,3186231,"-",11848220,,"KPHS_31990","YP_005227499.1",300,"UTP--glucose-1-phosphate uridylyltransferase subunit GalU"
"chromosome","NC_016845.1",3186429,3187442,"-",11848221,,"KPHS_32000","YP_005227500.1",337,"response regulator of RpoS"
"chromosome","NC_016845.1",3187532,3188434,"-",11848222,,"KPHS_32010","YP_005227501.1",300,"patatin-like phospholipase RssA"
"chromosome","NC_016845.1",3188673,3189005,"+",11848223,,"KPHS_32020","YP_005227502.1",110,"SEC-C domain-containing protein"
"chromosome","NC_016845.1",3189048,3189890,"+",11848224,,"KPHS_32030","YP_005227503.1",280,"formyltetrahydrofolate deformylase"
"chromosome","NC_016845.1",3191077,3191520,"-",11848227,,"KPHS_32040","YP_005227504.1",147,"AsnC family transcriptional regulator"
"chromosome","NC_016845.1",3191628,3192524,"+",11848228,,"KPHS_32050","YP_005227505.1",298,"DMT family transporter"
"chromosome","NC_016845.1",3192521,3193198,"-",11848229,,"KPHS_32060","YP_005227506.1",225,"nitrate reductase 1, cytochrome b(NR), gamma subunit"
"chromosome","NC_016845.1",3193198,3193908,"-",11848230,,"KPHS_32070","YP_005227507.1",236,"nitrate reductase 1, delta subunit, assembly function"
"chromosome","NC_016845.1",3193905,3195440,"-",11848231,,"KPHS_32080","YP_005227508.1",511,"nitrate reductase 1, Fe-S (beta) subunit"
"chromosome","NC_016845.1",3195437,3199180,"-",11848232,,"KPHS_32090","YP_005227509.1",1247,"nitrate reductase 1 subunit alpha"
"chromosome","NC_016845.1",3199347,3199460,"-",11848233,,"KPHS_32100","YP_005227510.1",37,"hypothetical protein KPHS_32100"
"chromosome","NC_016845.1",3199586,3200974,"-",11848234,,"KPHS_32110","YP_005227511.1",462,"nitrite extrusion protein"
"chromosome","NC_016845.1",3201286,3203064,"+",11848235,,"KPHS_32120","YP_005227512.1",592,"two-component nitrate/nitrite sensory histidine protein kinase"
"chromosome","NC_016845.1",3203075,3203725,"+",11848236,,"KPHS_32130","YP_005227513.1",216,"transcriptional regulator NarL"
"chromosome","NC_016845.1",3203722,3205074,"-",11848237,,"KPHS_32140","YP_005227514.1",450,"YchO/YchP family invasin"
"chromosome","NC_016845.1",3205256,3207856,"-",11848238,,"KPHS_32150","YP_005227515.1",866,"putative nitrate reductase"
"chromosome","NC_016845.1",3207856,3209400,"-",11848239,,"KPHS_32160","YP_005227516.1",514,"putative nitrite reductase, partial"
"chromosome","NC_016845.1",3209450,3211924,"-",11848240,,"KPHS_32170","YP_005227517.1",824,"putative nitrite reductase"
"chromosome","NC_016845.1",3211935,3212723,"-",11848241,,"KPHS_32180","YP_005227518.1",262,"putative nitrate transport protein nasD"
"chromosome","NC_016845.1",3212733,3213083,"-",11848242,,"KPHS_32190","YP_005227519.1",116,"nitrate ABC transporter, inner membrane subunit, partial"
"chromosome","NC_016845.1",3213196,3213615,"-",11848243,,"KPHS_32200","YP_005227520.1",139,"putative nitrate transporter component, NasE, partial"
"chromosome","NC_016845.1",3213617,3214873,"-",11848244,,"KPHS_32210","YP_005227521.1",418,"nitrate transporter component"
"chromosome","NC_016845.1",3214981,3215094,"-",11848245,,"KPHS_32220","YP_005227522.1",37,"hypothetical protein KPHS_32220"
"chromosome","NC_016845.1",3215117,3216298,"-",11848246,,"KPHS_32230","YP_005227523.1",393,"nitrate regulatory protein"
"chromosome","NC_016845.1",3216366,3216719,"+",11848247,,"KPHS_32240","YP_005227524.1",117,"putative phosphatase"
"chromosome","NC_016845.1",3216956,3217198,"+",11848248,,"KPHS_32250","YP_005227525.1",80,"DUF1883 domain-containing protein"
"chromosome","NC_016845.1",3217416,3218096,"-",11848249,,"KPHS_32260","YP_005227526.1",226,"cation transport regulator"
"chromosome","NC_016845.1",3218233,3218484,"-",11848250,,"KPHS_32270","YP_005227527.1",83,"cation transport regulator"
"chromosome","NC_016845.1",3218727,3219827,"+",11848251,,"KPHS_32280","YP_005227528.1",366,"calcium/sodium:proton antiporter"
"chromosome","NC_016845.1",3219914,3220768,"-",11848252,,"KPHS_32290","YP_005227529.1",284,"2-dehydro-3-deoxyphosphooctonate aldolase"
"chromosome","NC_016845.1",3220808,3221620,"-",11848253,,"KPHS_32300","YP_005227530.1",270,"putative transcriptional regulator"
"chromosome","NC_016845.1",3221624,3222016,"-",11848254,,"KPHS_32310","YP_005227531.1",130,"putative transcriptional regulator"
"chromosome","NC_016845.1",3222016,3222864,"-",11848255,,"KPHS_32320","YP_005227532.1",282,"N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase"
"chromosome","NC_016845.1",3222864,3223946,"-",11848256,,"KPHS_32330","YP_005227533.1",360,"peptide chain release factor 1"
"chromosome","NC_016845.1",3223989,3225245,"-",11848257,,"KPHS_32340","YP_005227534.1",418,"glutamyl-tRNA reductase"
"chromosome","NC_016845.1",3225516,3226127,"+",11848258,,"KPHS_32350","YP_005227535.1",203,"outer membrane lipoprotein LolB"
"chromosome","NC_016845.1",3226127,3226975,"+",11848259,,"KPHS_32360","YP_005227536.1",282,"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase"
"chromosome","NC_016845.1",3227159,3228106,"+",11848260,,"KPHS_32370","YP_005227537.1",315,"ribose-phosphate pyrophosphokinase"
"chromosome","NC_016845.1",3228231,3229910,"+",11848261,,"KPHS_32380","YP_005227538.1",559,"putative sulfate transporter"
"chromosome","NC_016845.1",3229911,3230957,"-",11848262,,"KPHS_32390","YP_005227539.1",348,"putative albicidin resistance protein"
"chromosome","NC_016845.1",3231179,3231454,"-",11848263,,"KPHS_32400","YP_005227540.1",91,"stress-induced protein YchH"
"chromosome","NC_016845.1",3231727,3232311,"+",11848264,,"KPHS_32410","YP_005227541.1",194,"peptidyl-tRNA hydrolase"
"chromosome","NC_016845.1",3232429,3233520,"+",11848265,,"KPHS_32420","YP_005227542.1",363,"translation-associated GTPase"
"chromosome","NC_016845.1",3233604,3233933,"-",11848266,,"KPHS_32430","YP_005227543.1",109,"DUF1869 domain-containing protein"
"chromosome","NC_016845.1",3234017,3234931,"-",11848267,,"KPHS_32440","YP_005227544.1",304,"putative periplasmic sugar-binding protein"
"chromosome","NC_016845.1",3235063,3236478,"-",11848268,,"KPHS_32450","YP_005227545.1",471,"type VI secretion system ImpA family N-terminal domain-containing protein"
"chromosome","NC_016845.1",3236498,3236941,"-",11848269,,"KPHS_32460","YP_005227546.1",147,"type VI secretion system lysozyme-like protein"
"chromosome","NC_016845.1",3236944,3237432,"-",11848270,,"KPHS_32470","YP_005227547.1",162,"type VI secretion system lipoprotein TssJ"
"chromosome","NC_016845.1",3237461,3238477,"-",11848271,,"KPHS_32480","YP_005227548.1",338,"type VI secretion system baseplate subunit TssG"
"chromosome","NC_016845.1",3238507,3240270,"-",11848272,,"KPHS_32490","YP_005227549.1",587,"type VI secretion system baseplate subunit TssF"
"chromosome","NC_016845.1",3240404,3243814,"-",11848273,,"KPHS_32500","YP_005227550.1",1136,"type VI secretion protein VasK"
"chromosome","NC_016845.1",3243798,3244955,"-",11848274,,"KPHS_32510","YP_005227551.1",385,"hypothetical protein KPHS_32510"
"chromosome","NC_016845.1",3244959,3245225,"-",11848275,,"KPHS_32520","YP_005227552.1",88,"PAAR domain-containing protein"
"chromosome","NC_016845.1",3245523,3245765,"-",11848276,,"KPHS_32530","YP_005227553.1",80,"hypothetical protein KPHS_32530"
"chromosome","NC_016845.1",3245834,3245947,"-",11848277,,"KPHS_32540","YP_005227554.1",37,"hypothetical protein KPHS_32540"
"chromosome","NC_016845.1",3245967,3246101,"-",11848278,,"KPHS_32550","YP_005227555.1",44,"hypothetical protein KPHS_32550"
"chromosome","NC_016845.1",3246085,3246312,"-",11848279,,"KPHS_32560","YP_005227556.1",75,"hypothetical protein KPHS_32560"
"chromosome","NC_016845.1",3246446,3247018,"-",11848280,,"KPHS_32570","YP_005227557.1",190,"sulfatase modifying factor 1, partial"
"chromosome","NC_016845.1",3246982,3247335,"-",11848281,,"KPHS_32580","YP_005227558.1",117,"sulfatase modifying factor 1"
"chromosome","NC_016845.1",3247511,3247768,"-",11848282,,"KPHS_32600","YP_005227559.1",85,"hypothetical protein KPHS_32600, partial"
"chromosome","NC_016845.1",3247846,3247968,"-",11848283,,"KPHS_32590","YP_005227560.1",40,"hypothetical protein KPHS_32590"
"chromosome","NC_016845.1",3248047,3249015,"+",11848284,,"KPHS_32610","YP_005227561.1",322,"transposase InsC for insertion sequence IS903"
"chromosome","NC_016845.1",3249137,3249349,"-",11848285,,"KPHS_32620","YP_005227562.1",70,"SUMF1/EgtB/PvdO family nonheme iron enzyme"
"chromosome","NC_016845.1",3249645,3250538,"-",11848286,,"KPHS_32630","YP_005227563.1",297,"sulfatase modifying factor 1"
"chromosome","NC_016845.1",3250560,3250676,"-",11848287,,"KPHS_32640","YP_005227564.1",38,"hypothetical protein KPHS_32640"
"chromosome","NC_016845.1",3250722,3251615,"-",11848288,,"KPHS_32650","YP_005227565.1",297,"sulfatase modifying factor 1 -like protein"
"chromosome","NC_016845.1",3251637,3251948,"-",11848289,,"KPHS_32660","YP_005227566.1",103,"hypothetical protein KPHS_32660"
"chromosome","NC_016845.1",3251966,3252994,"-",11848290,,"KPHS_32670","YP_005227567.1",342,"hypothetical protein KPHS_32670"
"chromosome","NC_016845.1",3253359,3253886,"-",11848291,,"KPHS_32680","YP_005227568.1",175,"hypothetical protein KPHS_32680"
"chromosome","NC_016845.1",3253952,3254476,"-",11848292,,"KPHS_32690","YP_005227569.1",174,"hypothetical protein KPHS_32690"
"chromosome","NC_016845.1",3254553,3255149,"-",11848293,,"KPHS_32700","YP_005227570.1",198,"hypothetical protein KPHS_32700"
"chromosome","NC_016845.1",3255146,3255655,"-",11848294,,"KPHS_32710","YP_005227571.1",169,"hypothetical protein KPHS_32710"
"chromosome","NC_016845.1",3255656,3257011,"-",11848295,,"KPHS_32720","YP_005227572.1",451,"S-type pyocin domain-containing protein"
"chromosome","NC_016845.1",3257035,3259521,"-",11848296,,"KPHS_32730","YP_005227573.1",828,"type VI secretion system tip protein VgrG"
"chromosome","NC_016845.1",3259672,3259797,"-",11848297,,"KPHS_32740","YP_005227574.1",41,"hypothetical protein KPHS_32740"
"chromosome","NC_016845.1",3259981,3261678,"-",11848298,,"KPHS_32750","YP_005227575.1",565,"OmpA family protein"
"chromosome","NC_016845.1",3261682,3262335,"-",11848299,,"KPHS_32760","YP_005227576.1",217,"membrane protein"
"chromosome","NC_016845.1",3262332,3263672,"-",11848300,,"KPHS_32770","YP_005227577.1",446,"type VI secretion system baseplate subunit TssK"
"chromosome","NC_016845.1",3263910,3264071,"-",11848301,,"KPHS_32780","YP_005227578.1",53,"hypothetical protein KPHS_32780"
"chromosome","NC_016845.1",3264242,3264571,"+",11848302,,"KPHS_32790","YP_005227579.1",109,"gamma-glutamylcyclotransferase"
"chromosome","NC_016845.1",3264686,3265225,"+",11848303,,"KPHS_32800","YP_005227580.1",179,"putative nucleoprotein/polynucleotide-associated enzyme"
"chromosome","NC_016845.1",3265251,3266042,"-",11848304,,"KPHS_32810","YP_005227581.1",263,"putative ribosomal large subunit pseudouridine synthase A"
"chromosome","NC_016845.1",3266140,3266622,"+",11848305,,"KPHS_32820","YP_005227582.1",160,"cold shock protein E"
"chromosome","NC_016845.1",3266732,3267631,"+",11848306,,"KPHS_32830","YP_005227583.1",299,"LysR family transcriptional regulator"
"chromosome","NC_016845.1",3267606,3268415,"-",11848307,,"KPHS_32840","YP_005227584.1",269,"molybdate ABC transporter periplasmic substrate-binding protein"
"chromosome","NC_016845.1",3268427,3269047,"-",11848308,,"KPHS_32850","YP_005227585.1",206,"major facilitator superfamily permease, partial"
"chromosome","NC_016845.1",3269095,3269820,"-",11848309,,"KPHS_32860","YP_005227586.1",241,"major facilitator superfamily permease, partial"
"chromosome","NC_016845.1",3270028,3270954,"-",11848310,,"KPHS_32870","YP_005227587.1",308,"transcriptional regulator LysR"
"chromosome","NC_016845.1",3271053,3271529,"+",11848311,,"KPHS_32880","YP_005227588.1",158,"putative acetyltransferase"
"chromosome","NC_016845.1",3271579,3273222,"-",11848312,,"KPHS_32890","YP_005227589.1",547,"phosphoenolpyruvate carboxykinase"
"chromosome","NC_016845.1",3273506,3274399,"+",11848313,,"KPHS_32900","YP_005227590.1",297,"LysR family transcriptional regulator"
"chromosome","NC_016845.1",3274405,3275124,"-",11848314,,"KPHS_32910","YP_005227591.1",239,"ATP-binding component of leucine transport"
"chromosome","NC_016845.1",3275121,3275996,"-",11848315,,"KPHS_32920","YP_005227592.1",291,"ATP-binding component of high-affinity branched-chain amino acid transport system"
"chromosome","NC_016845.1",3275993,3276913,"-",11848316,,"KPHS_32930","YP_005227593.1",306,"high-affinity branched-chain amino acid transport, partial"
"chromosome","NC_016845.1",3276916,3277278,"-",11848317,,"KPHS_32940","YP_005227594.1",120,"high-affinity branched-chain amino acid transport, partial"
"chromosome","NC_016845.1",3277288,3278202,"-",11848318,,"KPHS_32950","YP_005227595.1",304,"high-affinity branched-chain amino acid ABC transporter membrane protein"
"chromosome","NC_016845.1",3278312,3279370,"-",11848319,,"KPHS_32960","YP_005227596.1",352,"high-affinity branched-chain amino acid ABC transporter substrate-binding protein"
"chromosome","NC_016845.1",3279660,3279806,"+",11848320,,"KPHS_32970","YP_005227597.1",48,"hypothetical protein KPHS_32970"
"chromosome","NC_016845.1",3279857,3280870,"-",11848321,,"KPHS_32980","YP_005227598.1",337,"putative formate acetyltransferase, partial"
"chromosome","NC_016845.1",3280864,3282150,"-",11848322,,"KPHS_32990","YP_005227599.1",428,"formate C-acetyltransferase, partial"
"chromosome","NC_016845.1",3282179,3283387,"-",11848323,,"KPHS_33000","YP_005227600.1",402,"propionate kinase"
"chromosome","NC_016845.1",3283415,3284746,"-",11848324,,"KPHS_33010","YP_005227601.1",443,"threonine/serine transporter TdcC"
"chromosome","NC_016845.1",3284772,3285761,"-",11848325,,"KPHS_33020","YP_005227602.1",329,"threonine dehydratase"
"chromosome","NC_016845.1",3285855,3286796,"-",11848326,,"KPHS_33030","YP_005227603.1",313,"DNA-binding transcriptional activator TdcA"
"chromosome","NC_016845.1",3286972,3287115,"+",11848327,,"KPHS_33040","YP_005227604.1",47,"hypothetical protein KPHS_33040"
"chromosome","NC_016845.1",3287413,3287535,"+",11848328,,"KPHS_33050","YP_005227605.1",40,"putative nitrilotriacetate monooxygenase"
"chromosome","NC_016845.1",3287573,3288373,"-",11848329,,"KPHS_33060","YP_005227606.1",266,"phosphate/phosphonate ABC superfamily ATP binding cassette transporter, binding protein"
"chromosome","NC_016845.1",3288366,3289352,"-",11848330,,"KPHS_33070","YP_005227607.1",328,"putative fatty acid desaturase"
"chromosome","NC_016845.1",3289508,3290365,"-",11848331,,"KPHS_33080","YP_005227608.1",285,"GIY-YIG nuclease family protein"
"chromosome","NC_016845.1",3290845,3291591,"-",11848332,,"KPHS_33090","YP_005227609.1",248,"proteasome-type protease"
"chromosome","NC_016845.1",3291608,3292423,"-",11848333,,"KPHS_33100","YP_005227610.1",271,"transglutaminase family protein"
"chromosome","NC_016845.1",3292420,3293349,"-",11848334,,"KPHS_33110","YP_005227611.1",309,"alpha-E domain-containing protein"
"chromosome","NC_016845.1",3293343,3294782,"-",11848335,,"KPHS_33120","YP_005227612.1",479,"circularly permuted type 2 ATP-grasp protein"
"chromosome","NC_016845.1",3295167,3296912,"+",11848336,,"KPHS_33130","YP_005227613.1",581,"periplasmic trehalase"
"chromosome","NC_016845.1",3297163,3299283,"+",11848337,,"KPHS_33140","YP_005227614.1",706,"TonB-dependent siderophore receptor"
"chromosome","NC_016845.1",3299325,3299936,"-",11848338,,"KPHS_33150","YP_005227615.1",203,"membrane-bound lytic murein transglycosylase E"
"chromosome","NC_016845.1",3300094,3300546,"-",11848339,,"KPHS_33160","YP_005227616.1",150,"hypothetical protein KPHS_33160"
"chromosome","NC_016845.1",3300647,3301027,"+",11848340,,"KPHS_33170","YP_005227617.1",126,"muramoyltetrapeptide carboxypeptidase, partial"
"chromosome","NC_016845.1",3301120,3302853,"+",11848341,,"KPHS_33180","YP_005227618.1",577,"potassium/proton antiporter"
"chromosome","NC_016845.1",3302870,3303940,"-",11848342,,"KPHS_33190","YP_005227619.1",356,"alanine racemase"
"chromosome","NC_016845.1",3303950,3305173,"-",11848343,,"KPHS_33200","YP_005227620.1",407,"D-amino acid dehydrogenase small subunit"
"chromosome","NC_016845.1",3305347,3305493,"-",11848344,,"KPHS_33210","YP_005227621.1",48,"hypothetical protein KPHS_33210"
"chromosome","NC_016845.1",3305570,3307102,"+",11848345,,"KPHS_33220","YP_005227622.1",510,"SpoVR family protein"
"chromosome","NC_016845.1",3307176,3307895,"-",11848346,,"KPHS_33230","YP_005227623.1",239,"fatty acid metabolism regulator"
"chromosome","NC_016845.1",3308143,3309693,"+",11848347,,"KPHS_33240","YP_005227624.1",516,"sodium/proton antiporter"
"chromosome","NC_016845.1",3309822,3310352,"+",11848348,,"KPHS_33250","YP_005227625.1",176,"disulfide bond formation protein B"
"chromosome","NC_016845.1",3310503,3310847,"+",11848349,,"KPHS_33260","YP_005227626.1",114,"DUF1971 domain-containing protein"
"chromosome","NC_016845.1",3310854,3311300,"-",11848350,,"KPHS_33270","YP_005227627.1",148,"YcgN family cysteine cluster protein"
"chromosome","NC_016845.1",3311395,3312054,"-",11848351,,"KPHS_33280","YP_005227628.1",219,"fumarylacetoacetate hydrolase family protein"
"chromosome","NC_016845.1",3312071,3312259,"-",11848352,,"KPHS_33290","YP_005227629.1",62,"YcgL domain-containing protein"
"chromosome","NC_016845.1",3312403,3312519,"-",11848353,,"KPHS_33300","YP_005227630.1",38,"hypothetical protein KPHS_33300"
"chromosome","NC_016845.1",3312479,3313177,"+",11848354,,"KPHS_33310","YP_005227631.1",232,"septum site-determining protein MinC"
"chromosome","NC_016845.1",3313201,3314013,"+",11848355,,"KPHS_33320","YP_005227632.1",270,"cell division inhibitor MinD"
"chromosome","NC_016845.1",3314017,3314286,"+",11848356,,"KPHS_33330","YP_005227633.1",89,"cell division topological specificity factor MinE"
"chromosome","NC_016845.1",3314364,3315479,"-",11848357,,"KPHS_33340","YP_005227634.1",371,"ribonuclease D"
"chromosome","NC_016845.1",3315561,3317300,"-",11848358,,"KPHS_33350","YP_005227635.1",579,"long-chain-fatty-acid--CoA ligase"
"chromosome","NC_016845.1",3317452,3318033,"-",11848359,,"KPHS_33360","YP_005227636.1",193,"Slp family lipoprotein"
"chromosome","NC_016845.1",3318072,3318767,"-",11848360,,"KPHS_33370","YP_005227637.1",231,"putative glycoprotein endopeptidase"
"chromosome","NC_016845.1",3318913,3320823,"-",11848361,,"KPHS_33380","YP_005227638.1",636,"putative ATP-dependent helicase"
"chromosome","NC_016845.1",3320955,3321299,"+",11848362,,"KPHS_33390","YP_005227639.1",114,"endoribonuclease L-PSP"
"chromosome","NC_016845.1",3321300,3321485,"-",11848363,,"KPHS_33400","YP_005227640.1",61,"YoaH family protein"
"chromosome","NC_016845.1",3321574,3322929,"+",11848364,,"KPHS_33410","YP_005227641.1",451,"para-aminobenzoate synthase"
"chromosome","NC_016845.1",3322933,3323511,"+",11848365,,"KPHS_33420","YP_005227642.1",192,"CoA pyrophosphatase"
"chromosome","NC_016845.1",3323674,3325038,"+",11848366,,"KPHS_33430","YP_005227643.1",454,"L-serine ammonia-lyase 1"
"chromosome","NC_016845.1",3325046,3325180,"+",11848367,,"KPHS_33440","YP_005227644.1",44,"hypothetical protein KPHS_33440"
"chromosome","NC_016845.1",3325221,3326798,"+",11848368,,"KPHS_33450","YP_005227645.1",525,"EAL domain-containing protein"
"chromosome","NC_016845.1",3326832,3328379,"-",11848369,,"KPHS_33460","YP_005227646.1",515,"putative transmembrane protein"
"chromosome","NC_016845.1",3328838,3329809,"+",11848370,,"KPHS_33470","YP_005227647.1",323,"PTS enzyme IIAB, mannose-specific"
"chromosome","NC_016845.1",3329866,3330666,"+",11848371,,"KPHS_33480","YP_005227648.1",266,"PTS enzyme IIC, mannose-specific"
"chromosome","NC_016845.1",3330679,3331530,"+",11848372,,"KPHS_33490","YP_005227649.1",283,"mannose-specific PTS system protein IID"
"chromosome","NC_016845.1",3331593,3332051,"+",11848373,,"KPHS_33500","YP_005227650.1",152,"DUF986 domain-containing protein"
"chromosome","NC_016845.1",3332470,3333036,"+",11848374,,"KPHS_33510","YP_005227651.1",188,"manganese efflux pump MntP"
"chromosome","NC_016845.1",3333040,3333834,"-",11848375,,"KPHS_33520","YP_005227652.1",264,"ribosomal RNA large subunit methyltransferase A"
"chromosome","NC_016845.1",3333896,3335644,"-",11848376,,"KPHS_33530","YP_005227653.1",582,"division-specific transpeptidase"
"chromosome","NC_016845.1",3335832,3336041,"-",11848377,,"KPHS_33540","YP_005227654.1",69,"cold-shock protein"
"chromosome","NC_016845.1",3336637,3336762,"-",11848378,,"KPHS_33550","YP_005227655.1",41,"succinate dehydrogenase"
"chromosome","NC_016845.1",3336789,3337079,"-",11848379,,"KPHS_33560","YP_005227656.1",96,"YebO family protein"
"chromosome","NC_016845.1",3337040,3337276,"+",11848380,,"KPHS_33570","YP_005227657.1",78,"hypothetical protein KPHS_33570"
"chromosome","NC_016845.1",3337457,3337696,"+",11848381,,"KPHS_33580","YP_005227658.1",79,"putative outer membrane or exported"
"chromosome","NC_016845.1",3337753,3338544,"-",11848382,,"KPHS_33590","YP_005227659.1",263,"IclR family transcriptional regulator"
"chromosome","NC_016845.1",3338671,3340092,"+",11848383,,"KPHS_33600","YP_005227660.1",473,"putative transport protein"
"chromosome","NC_016845.1",3340158,3341042,"-",11848384,,"KPHS_33610","YP_005227661.1",294,"heat shock protein HtpX"
"chromosome","NC_016845.1",3341278,3343326,"-",11848385,,"KPHS_33620","YP_005227662.1",682,"carboxy-terminal protease"
"chromosome","NC_016845.1",3343346,3344023,"-",11848386,,"KPHS_33630","YP_005227663.1",225,"ProP effector protein"
"chromosome","NC_016845.1",3344105,3344617,"-",11848387,,"KPHS_33640","YP_005227664.1",170,"GAF domain-containing protein"
"chromosome","NC_016845.1",3344750,3346033,"+",11848388,,"KPHS_33650","YP_005227665.1",427,"membrane integrity lipid transport subunit YebS"
"chromosome","NC_016845.1",3346002,3348635,"+",11848389,,"KPHS_33660","YP_005227666.1",877,"PqiB family protein"
"chromosome","NC_016845.1",3348759,3350192,"+",11848390,,"KPHS_33670","YP_005227667.1",477,"putative methyltransferase"
"chromosome","NC_016845.1",3350239,3350547,"+",11848391,,"KPHS_33680","YP_005227668.1",102,"YebV family protein"
"chromosome","NC_016845.1",3350645,3350836,"+",11848392,,"KPHS_33690","YP_005227669.1",63,"YebW family protein"
"chromosome","NC_016845.1",3350833,3351486,"-",11848393,,"KPHS_33700","YP_005227670.1",217,"protein phosphatase 1"
"chromosome","NC_016845.1",3351643,3352611,"+",11848394,,"KPHS_33710","YP_005227671.1",322,"DUF535 domain-containing protein"
"chromosome","NC_016845.1",3352716,3352859,"+",11848395,,"KPHS_33720","YP_005227672.1",47,"Ecr family regulatory small membrane protein"
"chromosome","NC_016845.1",3353495,3353833,"-",11848396,,"KPHS_33730","YP_005227673.1",112,"YebY family protein"
"chromosome","NC_016845.1",3353850,3354719,"-",11848397,,"KPHS_33740","YP_005227674.1",289,"putative resistance protein"
"chromosome","NC_016845.1",3354723,3355097,"-",11848398,,"KPHS_33750","YP_005227675.1",124,"CopC domain-containing protein YobA"
"chromosome","NC_016845.1",3355210,3355440,"+",11848399,,"KPHS_33760","YP_005227676.1",76,"DNA polymerase III subunit theta"
"chromosome","NC_016845.1",3355519,3356178,"+",11848400,,"KPHS_33770","YP_005227677.1",219,"exodeoxyribonuclease X"
"chromosome","NC_016845.1",3356182,3356631,"-",11848401,,"KPHS_33780","YP_005227678.1",149,"protease 2, partial"
"chromosome","NC_016845.1",3356631,3358208,"-",11848402,,"KPHS_33790","YP_005227679.1",525,"protease 2"
"chromosome","NC_016845.1",3358362,3359021,"-",11848403,,"KPHS_33800","YP_005227680.1",219,"tellurite resistance TerB family protein"
"chromosome","NC_016845.1",3359161,3359508,"-",11848404,,"KPHS_33810","YP_005227681.1",115,"SOS regulon DNA damage-inducible protein"
"chromosome","NC_016845.1",3359653,3360831,"+",11848405,,"KPHS_33820","YP_005227682.1",392,"phosphoribosylglycinamide formyltransferase 2"
"chromosome","NC_016845.1",3360889,3361530,"-",11848406,,"KPHS_33830","YP_005227683.1",213,"keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase"
"chromosome","NC_016845.1",3361569,3362117,"-",11848407,,"KPHS_33840","YP_005227684.1",182,"phosphogluconate dehydratase, partial"
"chromosome","NC_016845.1",3362111,3362311,"-",11848408,,"KPHS_33850","YP_005227685.1",66,"phosphogluconate dehydratase, partial"
"chromosome","NC_016845.1",3362296,3363378,"-",11848409,,"KPHS_33860","YP_005227686.1",360,"phosphogluconate dehydratase"
"chromosome","NC_016845.1",3363601,3365076,"-",11848410,,"KPHS_33870","YP_005227687.1",491,"glucose-6-phosphate 1-dehydrogenase"
"chromosome","NC_016845.1",3365087,3365236,"-",11848411,,"KPHS_33880","YP_005227688.1",49,"hypothetical protein KPHS_33880"
"chromosome","NC_016845.1",3365396,3366301,"+",11848412,,"KPHS_33890","YP_005227689.1",301,"transcriptional regulator HexR"
"chromosome","NC_016845.1",3366427,3367869,"+",11848413,,"KPHS_33900","YP_005227690.1",480,"pyruvate kinase"
"chromosome","NC_016845.1",3367909,3368883,"-",11848414,,"KPHS_33910","YP_005227691.1",324,"lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase"
"chromosome","NC_016845.1",3369001,3370320,"-",11848415,,"KPHS_33920","YP_005227692.1",439,"murein DD-endopeptidase MepM"
"chromosome","NC_016845.1",3370336,3371280,"-",11848416,,"KPHS_33930","YP_005227693.1",314,"high-affinity zinc uptake system periplasmic protein"
"chromosome","NC_016845.1",3371392,3372111,"+",11848417,,"KPHS_33940","YP_005227694.1",239,"high-affinity zinc transporter ATPase"
"chromosome","NC_016845.1",3372111,3372896,"+",11848418,,"KPHS_33950","YP_005227695.1",261,"high-affinity zinc uptake system membrane protein"
"chromosome","NC_016845.1",3372960,3373970,"-",11848419,,"KPHS_33960","YP_005227696.1",336,"Holliday junction DNA helicase B"
"chromosome","NC_016845.1",3373979,3374590,"-",11848420,,"KPHS_33970","YP_005227697.1",203,"Holliday junction DNA helicase motor protein"
"chromosome","NC_016845.1",3374670,3375191,"-",11848421,,"KPHS_33980","YP_005227698.1",173,"Holliday junction resolvase"
"chromosome","NC_016845.1",3375226,3375966,"-",11848422,,"KPHS_33990","YP_005227699.1",246,"YebC/PmpR family DNA-binding transcriptional regulator"
"chromosome","NC_016845.1",3375994,3376437,"-",11848423,,"KPHS_34000","YP_005227700.1",147,"dATP pyrophosphohydrolase"
"chromosome","NC_016845.1",3376439,3378226,"-",11848424,,"KPHS_34010","YP_005227701.1",595,"aspartyl-tRNA synthetase"
"chromosome","NC_016845.1",3378494,3379060,"+",11848425,,"KPHS_34020","YP_005227702.1",188,"hydrolase"
